smiles
CCC#N
CCC(=O)Cl
CCCN
CCCCl
C=C(C)C(=O)OCCC
C=CC
CC1COC(=O)O1
CC(O)CO
CCCCOCC(C)O
CCOCC(C)OC(C)=O
CC(C)COCC(C)O
COCC(C)O
COCC(C)OC(C)=O
CCCOCC(C)O
CC(O)COC(C)(C)C
CC1CO1
C#CC#N
c1ccnnc1
c1ccncc1
c1cc[nH]c1
CC(=O)C#N
c1ccc2ncccc2c1
O=Cc1ccccc1O
CCC(C)OC(C)=O
Cc1c[nH]c2ccccc12
CCCCCCCCCCCCCCCCCC(=O)O
C=Cc1ccccc1
O=C1CCC(=O)O1
N#CCCC#N
O=S1(=O)CCCC1
N#CSC#N
O=S=O
CC(C)(C)O
ClC(Cl)=C(Cl)Cl
CCO[Si](OCC)(OCC)OCC
c1ccc2c(c1)CCCC2
C1CCOCC1
C1CCSC1
O=S1CCCC1
CN(C)C(=O)N(C)C
c1cscn1
CC(N)=S
N#CS
O=S(Cl)Cl
c1ccsc1
Sc1ccccc1
NC(N)=S
Cc1ccccc1
Cc1ccc(N=C=O)cc1N=C=O
BrC=C(Br)Br
CCCCOP(=O)(OCCCC)OCCCC
O=C(O)C(Cl)(Cl)Cl
N#CC(Cl)(Cl)Cl
Clc1ccc(-c2ccccc2)c(Cl)c1Cl
ClC=C(Cl)Cl
CCCCCCCCCCCCCO
OCCN(CCO)CCO
CCN(CC)CC
OCCOCCOCCO
COCCOCCOCCO
CCOP(=O)(OCC)OCC
O=C(O)C(F)(F)F
CN(C)C
Cc1cccc(C)c1C
C1COC1
C1CSC1
COP(=O)(OC)OC
COC(C)COC(C)COC(C)CO
CCCCC#N
C=COC(C)=O
C=CCC(=O)O
C#CC=C
C=CCOC=C
C=CN
C=CSCCCC
C=COC(=O)CCC
C=CCl
C=COC=C
C=CSCC
C=COC=O
C=CI
C=COC(=O)CC
C=COCCC
C=CN1CCCC1=O
C=C[SiH3]
C=C[Si](C)(C)C
C1=CC(=C(C=C1Cl)Cl)C=O 
COC1=CC=C(C=C1)C#N 
C1CC1Cl
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C
CC1CCCCC1
CN1CCCC1=O
C(=C(F)F)(F)F
CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C
O
CC(C)C(C)C
CC(O)C#N
CCCCCCCCCCC
C=CC(C)CC
CCCCCCCCCCCCCCCCCl
CCCCCN
CC#CCCC
CCCCCCO
CCCCCCCCC#N
CNC=O
CCCC(=O)OCC
CCC(C)N
CCC#CCC
OC(F)(F)CF
CN(C)CN(C)C
CN(C)CCN(C)C
CC
C1CCNCC1
OC(F)(C(F)F)C(F)(F)F
CCCOCCO
N#CCCNCCC#N
O=CN1CCOCC1
CCCCCCCCCCCCCCC
CCCOC1CCS(=O)(=O)C1
CCC(C)(C)C
CC1CC(C)S(=O)(=O)C1
c1ccc(C2CCCCC2)cc1
C1CCCCCC1
CC(CN(C)C)N(C)C
C1=CCC=CC1
CCCCC(C)C
CCC(C)CCC(C)C
CC(C)CCO
CCCC(C)C
CCCCOCC
CC(Cl)CCl
C#CCCCC
CC1CCCC1
CCCCCCN
CC(=O)Cc1ccccc1
CC(=O)CC1CCCCC1
CC1CCS(=O)(=O)C1
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1
CCC(C)C(C)C
C=CCCCCCCCCCCCCCC
C=CC1CCS(=O)(=O)C1
CCCCCCCCCCCCCCCCCCCCCCCC
CCC1CCCCC1
ClCCCCCl
CCN(C)C
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
N#CCCCCCCCCCCCCC#N
CCC(C)(C)OC
Cc1ccc(C)cc1
CC(C)Br
NC1CCCS1(=O)=O
OC1CCCC1
ClC(Br)Br
CCCCOC(=O)c1ccccc1C(=O)OCCCC
OCC1CCCO1
N#CCCCCCC#N
CCCCCCCO
C1=CCCC=C1
N#CCCCC#N
CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC
C=CCCCCCCC
OCCS
CCCC(=O)OC
CN1CCCCC1
CC(C)C(C)C(C)C
N#CCCCCC#N
N#CCCCCCCC#N
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
CC(C)(C)Cl
CCCCCCCCCCCCCCCCI
CC(=O)OCc1ccccc1
CCCCOC
CC(=O)CCc1ccccc1
CCCCCC#N
CCCCCCCCN
CCN1CCCC1=O
COCCOCCOCCOCCOC
C=C(C#N)CCC#N
CC(O)c1ccccc1
CCCCCCCCCCCC(=O)N(CC)CC
N#CCCSCCC#N
CCCCCCCC#N
CC(=O)CCC(C)=O
NCc1ccccc1
CCC(=O)c1ccccc1
N#CCCOCCC#N
CCCSSCCC
C1CCC2CCCCC2C1
CCCC(C)(C)C
O=C(O)C(Cl)Cl
CCN(CC)CCN
CCCCCCCCCCCCCCCCCC
O=S1(=O)CC=CC1
CCOc1ccccc1
C1=CCC=C1
Cc1cncc(C)c1
CCCc1ccccc1
CC(C)CC(C)C
C1=CCCCC1
NCCCCCCN
C/C=C\CCC
CCCOCCC
OC1CCCCCC1
CC(C)c1ccccc1
CN1CCN(C)CC1
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
CC(C)N
CCCCCCCCCCOC1CCS(=O)(=O)C1
C1CCCCCCC1
Cc1ccccc1O
CCCCCCl
Brc1cccc2ccccc12
OCCSCCO
CCCCCC(=O)OC
CCCCCCCN
C=CCCCCC=C
C#CCCCCC
C1CCCCCCCCC1
CCCCC=O
Cc1cccc(C)c1
CCCC(C)CC
CCCCCCCCCCCCCCC#N
CCOC(C)(C)C
CCCCCCCCCCCCO
Fc1c(F)c(F)c(F)c(F)c1F
O=S1OCCO1
CCCCNCCCC
CCC(CC)CC
CCCCC(=O)OC
Cc1ccc(O)cc1
CC1CCC(=O)N1C
ClCCCCl
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Clc1cccc2ccccc12
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C
CCOC(=O)C(=O)OCC
C1CCC(C2CCCCC2)CC1
CCOCOCC
CC(C)CCC(C)C
CCCCCCC#N
CCCCCCCCCCCCCC
C#CCCCCCC
C=C(C)CC(C)(C)C
CCCCCCCCCCCCCCCCBr
C1=Cc2ccccc2C1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCSCCC
NC1CCCC1
CC(C#N)CCC#N
C1CCNC1
Cc1cccc(C)n1
CCC(C)CC
CCCCCN[S](=O)=O
NCCCCCCCN
