smiles
CC(Cl)(Cl)Cl
CC(F)(F)F
BrC(Br)C(Br)Br
ClC(Cl)C(Cl)Cl
CC(Cl)(Cl)C(Cl)Cl
CC(Cl)=C(Cl)Cl
ClCC(Cl)Cl
C=CCOC(C)OCC=C
C=C(Br)Br
CC(Br)Br
CC(=O)C(Cl)Cl
CC(Cl)Cl
C=C(Cl)Cl
CCC(Cl)Cl
CC=C(Cl)Cl
CCCC(OCC)OCC
CCOC(C)OCC
CC(F)F
C=C(F)F
COC(C)OC
CN(C)N
c1c[nH]nn1
ClC=C(Cl)CCl
Clc1ccc(Cl)c(Cl)c1
C=C=CC
BrC=CBr
CCOC(Cl)=CCl
CCc1ccccc1CC
CC1=CO1
C1OCOCO1
Oc1cccc(O)c1
C=CC=C
CC(O)CCO
CC(Cl)=CCCl
Fc1c(Cl)cccc1Cl
OC(CCl)CCl
COCCC(C)OC
C1COCO1
OCCCCO
ClCC#CCCl
C1COCCO1
C1CSCCO1
ClCCCCCCl
C=CC=COC(C)=O
CCOc1ccc(Br)cc1
CCCCS
CCCCO
C=CCC
C=C(Cl)OCC
C=C(F)Cl
CC(Cl)[N+](=O)[O-]
CC=CCCl
CCOc1ccccc1Cl
CC(C)=CCl
CCOc1ccc(Cl)cc1
CCCCCl
CCCCCCCCCCO
C=CCCCCCCCC
CCOC(C)OCC(C)O
C=C(CC)OCC
C=CCCCCC
C=CCCCC
C=CC=COC
Cn1ccnc1
Cc1cccc2ccccc12
C=C(C)OC
CCC[N+](=O)[O-]
CCCCCCCCO
C=CCCCCCC
CCCCCO
C=CCCC
CCCS
CCCO
CCN(CC)CCO
CC(C)CC(C)(C)C
O=C1C(Cl)(Cl)CCCC1(Cl)Cl
O=[N+]([O-])c1ccc(F)c(F)c1F
C=C=CCO
CC1OC(=O)OC1C
C=C(Cl)C(=C)Cl
O=[N+]([O-])c1cccc(Cl)c1Cl
OCC(Cl)CCl
C=C(Cl)CCl
C=C(C)C(C)C
CSSC
Sc1cc(Cl)c(Cl)cc1Cl
Oc1c(Cl)cc(Cl)cc1Cl
O=[N+]([O-])c1ccc(Cl)c(F)c1Cl
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)cc1Cl
O=[N+]([O-])c1ccc(Cl)cc1Cl
O=[N+]([O-])c1ccc(F)cc1F
CC(=O)CC(C)=O
FC(F)(F)c1cc(Cl)ccc1Cl
Oc1cc(Cl)ccc1Cl
Cc1ccc(C)[nH]1
COc1c(Cl)cccc1Cl
Oc1c(Cl)cccc1Cl
N#Cc1c(F)cccc1F
Cc1cccc(C)c1O
CC(=O)c1cccs1
C=C(Br)CO
C=C(C)Br
CCC(C)Br
Brc1cccs1
CCC(C)O
CCCCCCC(CO)CCCC
N#CC#CC#N
C=C(Cl)CO
C=C(Cl)C(OC(C)=O)OC(C)=O
CCC(C)Cl
O=C1CCCCC1Cl
CC(=O)OCCCl
CCOCCCl
CCSCCCl
Oc1ccccc1Cl
C=C(Cl)C=O
C=C(Cl)C(=O)O
OC1C=CCC1
CCCCCCCCC(C)O
C=CC(=C)CC
CCC(CC)CO
C=C(CC)CC
CCCCC(CC)CO
CC1CCCCC1=O
CC1OCCO1
CCC(C)CO
C=C(C)CC
C=C(C)C(=O)Cl
CC(C)CO
CCC(C)(C)O
CC=C(C)C
CC(C)[N+](=O)[O-]
CCCCCCC(C)O
CCCC(C)O
OCCOc1ccccc1
CC(C)S
CC(C)O
CCSC
C=CC(Cl)(Cl)Cl
O=[N+]([O-])c1ccc(Cl)c(Cl)c1
N#CCc1ccc(Cl)c(Cl)c1
Cc1ccc(Cl)c(Cl)c1
Cc1ccc(O)cc1C
C=CC1CO1
N#Cc1cc(F)cc(F)c1
C=CCN=[N+]=[N-]
C#CCBr
C=CCC#N
CCCCOC(C)CCO
OCC=CCl
OCCCCl
C=C(C)CCl
ClCc1cccc(Cl)c1
O=CCCCl
C#CCCl
CCOCCC=O
COCCC#N
CC=CCO
CC1CCCC(=O)C1
Cc1ccon1
C=C=C(C)C
C=CC(C)C
CCCCc1cccc(C)c1
C=C=CCBr
C=C=CCCl
Cc1ccc(Cl)cc1[N+](=O)[O-]
COc1ccc(Cl)cc1
O=Cc1ccc(Cl)cc1
N#Cc1ccc(Cl)cc1
Clc1ccc(C(Cl)(Cl)Cl)cc1
OCc1ccc(Cl)cc1
Sc1ccc(Cl)cc1
C=C=CCI
C=CCCC=O
C=Cc1ccncc1
O=[N+]([O-])c1ccc(Br)cc1C(F)(F)F
Cc1c(Cl)cccc1[N+](=O)[O-]
CC=O
CC=NO
CC(N)=O
CC(=O)Nc1ccccc1
CC(=O)O
CC(=O)OC(C)=O
CC(C)=O
CC#N
CC(=O)c1ccccc1
CC(C)=NO
CC(=O)Br
CC(=O)Cl
C#C
CC(=O)F
C=CC=O
C=CC(N)=O
C=CC(=O)O
C=CC#N
C=CC(=O)Cl
C=CCOC(C)=O
C=CCCC(=O)O
C=CCOC(=O)CC(C)=O
C=CCO
C=CCN
C=CCCl
C=CCOCC
C=CCF
C=CCOC=O
C=CCI
[C-]#[N+]CC=C
C=CCN=C=S
C=CCS
C=CCOC
N
CCCCCOC(C)=O
C/C=C/c1ccc(OC)cc1
Nc1ccccc1
COc1ccccc1
CCN=[N+]=[N-]
O=Cc1ccccc1
c1ccccc1
O=C(O)c1ccccc1
N#Cc1ccccc1
O=C(c1ccccc1)c1ccccc1
OCc1ccccc1
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
ClCc1ccccc1
C=C(C)C(=O)OCc1ccccc1
c1ccc(-c2ccccc2)cc1
ClCOCCl
C#CBr
Brc1ccccc1
ClCBr
C=CBr
BrC(Br)Br
COCBr
C1OC1C1CO1
CC(=O)C(C)=O
CCCC
CCCCOC(=O)c1ccccc1
C=C(C)OCCCC
CCCCOC(=O)C(C)O
C1CCOC1
CCCC=O
CCCC(=O)O
CCCC(=O)OC(=O)CCC
CCCC#N
CCCC(=O)Cl
O=C=O
S=C=S
ClC(Cl)(Cl)Cl
O=C=S
O=CC(Cl)(Cl)Cl
O=CCCl
O=C(O)CCl
CC(=O)CCl
N#CCCl
O=C(Cl)CCl
C#CCl
Clc1ccccc1
ClC(Cl)Cl
O=[N+]([O-])CCl
CC=CCl
CC(Cl)C#N
O=C1C=CCO1
N#CC#N
N#CBr
N#CCl
O=C1CCC1
O=C1CCCCCCCCC1
O=C1CCCCCC1
C1CCCCC1
OC1CCCCC1
O=C1CCCCC1
NC1CCCCC1
ClC1CCCCC1
O=C1CCCCCCC1
C1CCCC1
O=C1CCCC1
C1=CCCC1
C1CC1
CC(=O)C1CC1
N#CC1CC1
CCCCCCCCCC
ClCCOCOCCCl
COCCOCCOC
CC(=O)CC(C)(C)O
C=CCNCC=C
C=CCOCC=C
C=[N+]=[N-]
c1ccc(COCc2ccccc2)cc1
BrCBr
CCCCOCCCC
CCCCOC(=O)CCCCCCCCC(=O)OCCCC
O=CC(Cl)Cl
N#CC(Cl)Cl
COC(Cl)Cl
OCCNCCO
CCOSSOCC
CCNCC
CCOC(=O)OCC
CCOCC
CCC(=O)CC
CCOC(=O)c1ccccc1C(=O)OCC
CCOS(=O)(=O)OCC
CCSCC
CCSSCC
OCCOCCO
CCCCOCCOCCOC(C)=O
CCCCOCCOCCOCCCC
CCOCCOCCOCC
C=COCCOCCOC=C
CCCCCCOCCOCCO
CCCCOCCOCCO
CCOCCOCCO
CCOCCOCCOC(C)=O
COCCOCCO
CCCOCCOCCO
NCCNCCN
SS
C1=COCCC1
CC(C)CC(O)CC(C)C
CC(C)CC(=O)CC(C)C
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C
CC(C)S(=O)C(C)C
C=C1CC(=O)O1
CC#CC
CNC
COC(=O)OC
COCCOC
CC(C)(O)COCCO
CC(C)(O)CN
COC
CN(C)C=O
CC(C)=C=O
COC(=O)c1ccccc1C(=O)OC
CSC
CS(C)(=O)=O
CS(C)=O
CCCS(=O)CCC
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
c1ccc(Oc2ccccc2)cc1
O=S(=O)(c1ccccc1)c1ccccc1
CCCNCCC
CCCC(=O)CCC
COC(C)COC(C)COC(C)=O
Cc1ccc(S(=O)c2ccc(C)cc2)cc1
C=CSC=C
CCCCCCCCCCCC
C1CS1
CCCCCCCCCCCCCCCCCCCC
ClCC1CO1
O=C1CCCCCN1
CCS(=O)(=O)Cl
CCS
CCO
NCCO
CCOC(C)OC(=O)CC
CCOC(C)=O
C#CCC
C=CC(=O)OCC
CCN
CCc1ccccc1
CCBr
CCCCC(=O)CC
CCOC(N)=O
CCCl
CCOC(=O)Cl
CCOC(=O)C=Cc1ccccc1
C=C(C#N)C(=O)OCC
C#COCC
CCOC=O
CCOCl
CCI
CCN=C=O
C=C(C)OCC
CCN=C=S
CCOC(=O)C(C)O
C=C(C)C(=O)OCC
CCSC#N
C=COCC
C=CC(=O)CC
CC#COCC
O=C1OCCO1
OCCCl
N#CCCO
BrCCBr
ClCCCl
OCCO
CCCCOCCOC(C)=O
CCCCOCCOCCCC
CCOCCOCC
CC(C)(C)OCCOC(C)(C)C
CCCCOCCO
CCOCCO
CCOCCOC(C)=O
C=CC(=O)OCCOCC
CC(C)COCCO
CC(C)OCCO
COCCO
COCCOC(C)=O
CC(C)(C)OCCO
C1CO1
NCCN
C1CN1
CC=CC(C)=O
C#COCCC
C#COC
Fc1ccccc1
C=CF
CF
C=CC(=C)F
C=O
NC=O
O=CO
O=CF
c1ccoc1
O=Cc1ccco1
OCc1ccco1
O=C1CCCO1
OCC(O)CO
C=C(C)C(=O)OCC1CO1
CCCCCCC
CCCCCCCCCCCCCCCC
FC(F)=C(F)C(F)=C(F)F
CCCC(F)(F)C(F)(F)C(O)(F)F
CN(C)P(=O)(N(C)C)N(C)C
CCCCCC
CCCCCCOC(C)=O
NN
C#N
S
C=CC(=O)OCCO
c1ccc2[nH]ccc2c1
Ic1ccccc1
CC(=O)OCCC(C)C
CC(=O)OCC(C)C
C=CC(=O)OCC(C)C
CC(C)COC(=O)C(C)C
CC(C)CS(=O)CC(C)C
C=C(C)C
CC1(C)CO1
N=C=O
CC(C)CCCCCO
CCC(C)C
CC1=CC(=O)CC(C)(C)C1
C=CC(=C)C
CC(=O)OC(C)C
CC(C)Cl
CC(C)OC(C)C
CC(C)CC=O
c1cnoc1
C=C=O
C=C(C)C(=O)OCCCCCCCCCCCC
N#CCC#N
Cc1cccc(O)c1
Clc1cccc(Cl)c1
CC(=O)C=C(C)C
Cc1cc(C)cc(C)c1
C=C(C)C=O
C=C(C)C(N)=O
C=C(C)C(=O)O
C=C(C)C#N
CO
CC=COC
COC(C)=O
C#CC
C=CC(=O)OC
CC=CCC#N
CN
CC(=O)OC(C)CC(C)C
COC(=O)c1ccccc1
CBr
CCCCC(C)=O
CCl
COC(=O)Cl
CCOC
CCC(C)=O
COC=O
CC(=O)C=O
CNN
COO
CI
CC(=O)CCC(C)C
CC(C)CC(C)O
CC(=O)CC(C)C
CN=C=O
C=C(C)C(C)=O
CN=C=S
CS
C=C(C)C(=O)OC
CCCCCC(C)=O
CO[N+](=O)[O-]
CCCC(C)=O
CP(=O)(F)F
CCC(=O)OC
COC(=O)c1ccccc1O
C[SiH3]
CC1CCCS1(=O)=O
CSC#N
C=COC
C=CC(C)=O
C=CSC
C=CS(C)(=O)=O
CC#COC
COCOC
ClCCl
ICI
COC(=O)c1ccc(C)cc1
COC(C)(C)C
C1COCCN1
CCCCN(C=O)CCCC
CCN(Cl)Cl
ClCNCCl
CCN(CC)C(C)=O
CCN(C=O)CC
CC(=O)N(C)C
CCCC(=O)N(C)C
CC(=O)N1CCCCCC1=O
CC(=O)N1CCOCC1
CC(=O)N1CCCCC1
CC(=O)N1CCCC1=O
c1ccc2ccccc2c1
O=C1CCCN1Cc1ccccc1
CCCCOC(C)=O
CCCCOC(=O)CC(C)=O
C=CC(=O)OCCCC
CCCCN
CCCCOC(=O)CCC
CCCCC1CCCCC1
CCCCC1CCCC1
C=C(C)C(=O)OCCCC
CCCCOC(=O)c1ccccc1O
CCCCc1ccccc1
CN(C)Cl
O=CN1CCCCC1
CCCCCCCOC(C)=O
O=[N+]([O-])c1ccccc1
CC[N+](=O)[O-]
C=C[N+](=O)[O-]
C[N+](=O)[O-]
CCCCN1CCCC1=O
CCCCCCCCC
CCCCCCCCCc1ccccc1O
CCCCCCCCCC(C)(O)Oc1ccccc1
CCCOC(C)=O
COc1ccccc1Br
Clc1ccccc1Br
C=Cc1ccccc1Br
Cc1ccccc1Br
Fc1ccccc1Cl
C=Cc1ccccc1Cl
Sc1ccccc1Cl
CCCCCCCC
CCCCCCCC(=O)O
Brc1ccccc1Br
Clc1ccccc1Cl
Fc1ccccc1F
CCCCc1ccccc1C
O=C(Cl)C(=O)Cl
Cc1ccccc1C
N#Cc1ccc(Br)cc1
O=C(Cl)c1ccc(Br)cc1
O=[N+]([O-])c1ccc(Br)cc1
Cc1ccc(Br)cc1
CC(=O)c1ccc(Cl)cc1
O=C(Cl)c1ccc(Cl)cc1
O=[N+]([O-])c1ccc(Cl)cc1
C=Cc1ccc(Cl)cc1
Cc1ccc(Cl)cc1
Clc1ccc(Cl)cc1
CCc1ccc(CC)cc1
C=Cc1ccc(C=C)cc1
ClC1C(Cl)(Cl)C1(Cl)Cl
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
O=C(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
C1CCSCC1
CCCCC
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
COc1ccc(F)cc1
Oc1ccccc1
N#CCc1ccccc1
O=C(Cl)Cl
ClP(Cl)Cl
O=C1OC(=O)c2ccccc21
CCCCc1ccc(C)cc1
Cc1ccc([N+](=O)[O-])cc1
C#CC=O
CCC=O
CCC(N)=O
CCC(=O)O
